gisaid id,sequence_name,country,travel_history,sample_date,epi_week,lineage
EPI_ISL_451871,Switzerland/110451/2020,Switzerland,,2020-04-07,15.0,B.1.1
EPI_ISL_451872,Switzerland/110452/2020,Switzerland,,2020-04-07,15.0,B.1
EPI_ISL_451873,Switzerland/110453/2020,Switzerland,,2020-04-07,15.0,B.1.1
EPI_ISL_451875,Switzerland/110455/2020,Switzerland,,2020-04-07,15.0,B.1.1.35
EPI_ISL_451876,Switzerland/110457/2020,Switzerland,,2020-04-07,15.0,B.1.1
EPI_ISL_451886,Switzerland/110468/2020,Switzerland,,2020-04-06,15.0,B.1
EPI_ISL_451888,Switzerland/110470/2020,Switzerland,,2020-04-06,15.0,B.1
EPI_ISL_451889,Switzerland/110474/2020,Switzerland,,2020-04-06,15.0,B.1
EPI_ISL_451891,Switzerland/110479/2020,Switzerland,,2020-04-06,15.0,B.1
EPI_ISL_451892,Switzerland/110480/2020,Switzerland,,2020-04-07,15.0,B.1
EPI_ISL_451894,Switzerland/110482/2020,Switzerland,,2020-04-07,15.0,B.1.1
EPI_ISL_451902,Switzerland/110491/2020,Switzerland,,2020-04-07,15.0,B.1
EPI_ISL_451905,Switzerland/110497/2020,Switzerland,,2020-04-07,15.0,B.1.1
EPI_ISL_451908,Switzerland/110500/2020,Switzerland,,2020-04-07,15.0,B.1
EPI_ISL_451909,Switzerland/110503/2020,Switzerland,,2020-04-07,15.0,B.1.1
EPI_ISL_451911,Switzerland/110505/2020,Switzerland,,2020-04-07,15.0,B.1
EPI_ISL_451913,Switzerland/110507/2020,Switzerland,,2020-04-07,15.0,B.1.128
EPI_ISL_451914,Switzerland/110508/2020,Switzerland,,2020-04-07,15.0,B.1
EPI_ISL_451916,Switzerland/110510/2020,Switzerland,,2020-04-07,15.0,B.1.1
EPI_ISL_451934,Croatia/ZG-297-20/2020,Croatia,,2020-03-05,10.0,B.1.1.1
EPI_ISL_451957,Hong_Kong/HKSH0007/2020,Hong_Kong,,2020-04-01,14.0,B.1.1
EPI_ISL_451958,Pakistan/KHI1/2020,Pakistan,,2020-03-16,12.0,B
EPI_ISL_451961,Italy/IZSPB_CL1/2020,Italy,,2020-03-14,11.0,B.1
EPI_ISL_451962,Italy/IZSPB_1259/2020,Italy,,2020-03-20,12.0,B.1
EPI_ISL_451976,Poland/PL_P15/2020,Poland,,2020-04-07,15.0,B.1
EPI_ISL_451977,Poland/PL_P16/2020,Poland,,2020-04-03,14.0,B.1
EPI_ISL_451979,Poland/PL_P18/2020,Poland,,2020-03-31,14.0,B.1.153
EPI_ISL_451984,Poland/PL_P23/2020,Poland,,2020-03-29,14.0,B.1.1
EPI_ISL_451986,Poland/PL_P25/2020,Poland,,2020-04-07,15.0,B.1.1
EPI_ISL_451987,Poland/PL_P26/2020,Poland,,2020-04-01,14.0,B.1
EPI_ISL_451988,Denmark/ALAB-HH-101/2020,Denmark,,2020-03-09,11.0,B.1.1
EPI_ISL_451991,Denmark/ALAB-HH-106/2020,Denmark,,2020-03-09,11.0,B.1
EPI_ISL_451999,Denmark/ALAB-HH-115/2020,Denmark,,2020-03-09,11.0,B.1
EPI_ISL_452004,Denmark/ALAB-HH-123/2020,Denmark,,2020-03-11,11.0,B.1.8
EPI_ISL_452006,Denmark/ALAB-HH-125/2020,Denmark,,2020-03-11,11.0,B.1
EPI_ISL_452008,Denmark/ALAB-HH-127/2020,Denmark,,2020-03-11,11.0,B.1
EPI_ISL_452009,Denmark/ALAB-HH-128/2020,Denmark,,2020-03-11,11.0,B.1.36
EPI_ISL_452017,Denmark/ALAB-HH-138/2020,Denmark,,2020-03-11,11.0,B.1
EPI_ISL_452029,Denmark/ALAB-HH-154/2020,Denmark,,2020-03-19,12.0,B.1
EPI_ISL_452033,Denmark/ALAB-HH-158/2020,Denmark,,2020-03-19,12.0,B.1.5
EPI_ISL_452037,Denmark/ALAB-HH-167/2020,Denmark,,2020-04-14,16.0,B.1
EPI_ISL_452040,Denmark/ALAB-HH-170/2020,Denmark,,2020-04-15,16.0,B.1.1
EPI_ISL_452042,Denmark/ALAB-HH-173/2020,Denmark,,2020-04-14,16.0,B.1
EPI_ISL_452043,Denmark/ALAB-HH-174/2020,Denmark,,2020-04-14,16.0,B.1.1
EPI_ISL_452049,Denmark/ALAB-HH-183/2020,Denmark,,2020-04-14,16.0,B.1.39
EPI_ISL_452050,Denmark/ALAB-HH-186/2020,Denmark,,2020-04-14,16.0,B.1.39
EPI_ISL_452051,Denmark/ALAB-HH-187/2020,Denmark,,2020-04-14,16.0,B.1.39
EPI_ISL_452052,Denmark/ALAB-HH-189/2020,Denmark,,2020-04-14,16.0,B.1.39
EPI_ISL_452053,Denmark/ALAB-HH-190/2020,Denmark,,2020-04-14,16.0,B.1
EPI_ISL_452054,Denmark/ALAB-HH-191/2020,Denmark,,2020-04-14,16.0,B.1
EPI_ISL_452056,Denmark/ALAB-HH-193/2020,Denmark,,2020-04-15,16.0,B.1
EPI_ISL_452057,Denmark/ALAB-HH-194/2020,Denmark,,2020-04-15,16.0,B.1.39
EPI_ISL_452060,Denmark/ALAB-HH-199/2020,Denmark,,2020-04-26,18.0,B.1.39
EPI_ISL_452077,Denmark/ALAB-HH-233/2020,Denmark,,2020-04-28,18.0,B.1.39
EPI_ISL_452082,Denmark/ALAB-HH-244/2020,Denmark,,2020-04-19,17.0,B.1
EPI_ISL_452083,Denmark/ALAB-HH-245/2020,Denmark,,2020-04-23,17.0,B.1.160.1
EPI_ISL_452084,Denmark/ALAB-HH-246/2020,Denmark,,2020-04-23,17.0,B.1
EPI_ISL_452085,Denmark/ALAB-HH-247/2020,Denmark,,2020-04-23,17.0,B.1.1
EPI_ISL_452088,Denmark/ALAB-HH-250/2020,Denmark,,2020-04-25,17.0,B.1.39
EPI_ISL_452089,Denmark/ALAB-HH-252/2020,Denmark,,2020-04-26,18.0,B.1.39
EPI_ISL_452093,Denmark/ALAB-HH-262/2020,Denmark,,2020-04-14,16.0,B.1
EPI_ISL_452097,Denmark/ALAB-HH-266/2020,Denmark,,2020-05-09,19.0,B.1.1
EPI_ISL_452098,Denmark/ALAB-HH-267/2020,Denmark,,2020-05-09,19.0,B.1
EPI_ISL_452101,Denmark/ALAB-SSI-763/2020,Denmark,,2020-03-27,13.0,B.1.5
EPI_ISL_452102,Denmark/ALAB-SSI-766/2020,Denmark,,2020-03-19,12.0,B.1
EPI_ISL_452113,USA/MN-CDC-0108/2020,USA,,2020-03-10,11.0,A.3
EPI_ISL_452115,USA/TX-CDC-8001/2020,USA,,2020-03-11,11.0,A.3
EPI_ISL_452120,USA/GA-CDC-8816/2020,USA,,2020-03-21,12.0,B.1
EPI_ISL_452123,USA/VI-CDC-3688/2020,USA,,2020-03-23,13.0,A.1
EPI_ISL_452125,USA/GA-CDC-2059/2020,USA,,2020-03-07,10.0,A.3
EPI_ISL_452130,USA/CO-CDC-5607/2020,USA,,2020-03-07,10.0,B
EPI_ISL_452132,USA/FL-CDC-2316/2020,USA,,2020-03-09,11.0,B.1
EPI_ISL_452133,USA/MN-CDC-0106/2020,USA,,2020-03-10,11.0,A.1
EPI_ISL_452138,USA/VI-CDC-4670/2020,USA,,2020-05-05,19.0,B.1
EPI_ISL_452145,USA/CT-Yale-333/2020,USA,,2020-05-12,20.0,B.1.3
EPI_ISL_452150,Belgium/20A47/2020,Belgium,,2020-04-10,15.0,B.1.1.1
EPI_ISL_452151,Belgium/20A49/2020,Belgium,,2020-04-14,16.0,B.1
EPI_ISL_452152,Belgium/20A55/2020,Belgium,,2020-04-20,17.0,B.1
EPI_ISL_452153,USA/UT-01440/2020,USA,,2020-04-10,15.0,B.1
EPI_ISL_452155,USA/UT-01444/2020,USA,,2020-04-10,15.0,B.1
EPI_ISL_452156,USA/UT-01449/2020,USA,,2020-04-10,15.0,B.1
EPI_ISL_452158,USA/UT-01525/2020,USA,,2020-04-10,15.0,B.1
EPI_ISL_452166,USA/UT-01979/2020,USA,,2020-04-16,16.0,B.1.137
EPI_ISL_452171,USA/UT-01985/2020,USA,,2020-04-16,16.0,B.1.137
EPI_ISL_452172,USA/UT-01986/2020,USA,,2020-04-16,16.0,B.1.137
EPI_ISL_452175,USA/UT-01991/2020,USA,,2020-04-16,16.0,B.1.137
EPI_ISL_452181,Italy/VR_20COV10-41/2020,Italy,,2020-03-22,13.0,B.1
EPI_ISL_452188,Italy/VR_20COV31-19/2020,Italy,,2020-03-31,14.0,B.1.1
EPI_ISL_452190,Italy/VR_20COV46-8/2020,Italy,,2020-04-03,14.0,B.1
EPI_ISL_452191,Italy/VR_20COV46-23/2020,Italy,,2020-04-03,14.0,B.1
EPI_ISL_452194,India/NIV-11677/2020,India,,2020-04-19,17.0,B.1.1.32
EPI_ISL_452195,India/NIV-11681/2020,India,,2020-04-19,17.0,B.1
EPI_ISL_452196,India/NIV-11683/2020,India,,2020-04-19,17.0,B.1
EPI_ISL_452202,India/NIV-2810/2020,India,,2020-03-16,12.0,A.1
EPI_ISL_452203,India/NIV-4367/2020,India,,2020-03-22,13.0,A
EPI_ISL_452206,India/NIV-6311/2020,India,,2020-03-30,14.0,B.6
EPI_ISL_452213,India/NIV-981/2020,India,,2020-03-10,11.0,B.4
EPI_ISL_452215,India/NIV-QC-797/2020,India,,2020-04-22,17.0,B.6
EPI_ISL_452218,Germany/FrankfurtFFM1/2020,Germany,,2020-03-02,10.0,B
EPI_ISL_452220,Germany/FrankfurtFFM4/2020,Germany,,2020-03-02,10.0,B.1.1
EPI_ISL_452221,Germany/FrankfurtFFM5/2020,Germany,,2020-03-02,10.0,B.3
EPI_ISL_452222,Germany/FrankfurtFFM6/2020,Germany,,2020-03-02,10.0,B.1.1
EPI_ISL_452231,Sweden/20-06167/2020,Sweden,,2020-03-23,13.0,B.1
EPI_ISL_452234,Sweden/20-07156/2020,Sweden,,2020-04-01,14.0,B.1
EPI_ISL_452236,Sweden/20-07394/2020,Sweden,,2020-04-14,16.0,A
EPI_ISL_452238,Sweden/20-07908/2020,Sweden,,2020-04-27,18.0,B.1.129
EPI_ISL_452239,Sweden/20-07909/2020,Sweden,,2020-04-25,17.0,B.1.1
EPI_ISL_452240,Sweden/20-07921/2020,Sweden,,2020-04-24,17.0,B.1
EPI_ISL_452241,Sweden/20-14014/2020,Sweden,,2020-04-24,17.0,B.1
EPI_ISL_452242,Sweden/20-51160/2020,Sweden,,2020-05-04,19.0,B.1.129
EPI_ISL_452262,USA/MI-MDHHS-SC20265/2020,USA,,2020-05-01,18.0,B.1
EPI_ISL_452267,USA/MI-MDHHS-SC20393/2020,USA,,2020-03-24,13.0,B.1
EPI_ISL_452271,USA/MI-MDHHS-SC20397/2020,USA,,2020-03-24,13.0,B.1
EPI_ISL_452274,USA/MI-MDHHS-SC20400/2020,USA,,2020-03-24,13.0,B.1
EPI_ISL_452283,USA/MI-MDHHS-SC20409/2020,USA,,2020-05-01,18.0,B.1
EPI_ISL_452284,USA/MI-MDHHS-SC20410/2020,USA,,2020-05-01,18.0,B.1
EPI_ISL_452285,USA/MI-MDHHS-SC20411/2020,USA,,2020-03-15,12.0,B.1
EPI_ISL_452290,USA/MI-MDHHS-SC20416/2020,USA,,2020-03-16,12.0,B.1
EPI_ISL_452292,USA/MI-MDHHS-SC20418/2020,USA,,2020-03-16,12.0,B.1.5
EPI_ISL_452298,USA/MI-MDHHS-SC20424/2020,USA,,2020-03-17,12.0,B.2.2
EPI_ISL_452306,USA/MI-MDHHS-SC20432/2020,USA,,2020-03-30,14.0,B.1
EPI_ISL_452307,USA/MI-MDHHS-SC20433/2020,USA,,2020-03-30,14.0,B.1
EPI_ISL_452309,USA/MI-MDHHS-SC20435/2020,USA,,2020-03-14,11.0,B.1
EPI_ISL_452325,USA/MI-MDHHS-SC20451/2020,USA,,2020-03-19,12.0,A.3
EPI_ISL_452344,Beijing/DT-travelES02/2020,China,Spain,2020-03-12,11.0,A.2
EPI_ISL_452345,Beijing/DT-travelES03/2020,China,Spain,2020-03-07,10.0,B.1.5
EPI_ISL_452348,Beijing/DT-travelHU02/2020,China,Hungary,2020-03-18,12.0,B.1.1
EPI_ISL_452327,Beijing/DT-travelAT01/2020,China,Austria,2020-03-13,11.0,B.1
EPI_ISL_452349,Beijing/DT-travelHU01/2020,China,Hungary,2020-03-19,12.0,B.1.1
EPI_ISL_452350,Beijing/DT-travelHU03/2020,China,Hungary,2020-03-20,12.0,B.1.1
EPI_ISL_452352,Beijing/DT-travelIT01/2020,China,Italy,2020-03-05,10.0,B.1
EPI_ISL_452330,Beijing/DT-travelFR01/2020,China,Canada,2020-03-21,12.0,B.1
EPI_ISL_452353,Beijing/DT-travelIT02/2020,China,Italy,2020-03-06,10.0,B.1
EPI_ISL_452354,Beijing/DT-travelIT03/2020,China,Italy,2020-03-07,10.0,B.1
EPI_ISL_452355,Beijing/DT-travelUK01/2020,China,UK,2020-03-22,13.0,B.1.1
EPI_ISL_452333,Beijing/DT-travelIRI01/2020,China,Italy,2020-03-12,11.0,B.4
EPI_ISL_452356,Beijing/DT-travelUK03/2020,China,UK,2020-03-21,12.0,B.1
EPI_ISL_452357,Beijing/DT-WH02/2020,China,,2020-02-04,6.0,B.4
EPI_ISL_452335,Beijing/DT-travelUK02/2020,China,UK,2020-03-16,12.0,B.24
EPI_ISL_452337,Beijing/DT-travelFR02/2020,China,France,2020-03-24,13.0,B
EPI_ISL_452338,Beijing/DT-travelUSA02/2020,China,USA,2020-03-19,12.0,B.1
EPI_ISL_452361,Beijing/DT-BJ03/2020,China,,2020-02-11,7.0,A
EPI_ISL_452362,Beijing/DT-WH03/2020,China,,2020-02-01,5.0,B
EPI_ISL_452340,Beijing/DT-travelUSA03/2020,China,USA,2020-03-19,12.0,B
EPI_ISL_452363,Beijing/DT-WH04/2020,China,,2020-01-31,5.0,A
EPI_ISL_452364,Beijing/DT-BJ04/2020,China,,2020-02-05,6.0,B.4
EPI_ISL_452787,India/NIHSAD-2004-18/2020,India,,2020-04-19,17.0,B.1
EPI_ISL_452788,India/NIHSAD-2104-06/2020,India,,2020-04-19,17.0,B.1
EPI_ISL_452789,India/NIHSAD-2404-64/2020,India,,2020-04-23,17.0,B.1
EPI_ISL_452790,India/NIHSAD-2604-22/2020,India,,2020-04-24,17.0,B.1
EPI_ISL_452791,India/NIHSAD-2904-107/2020,India,,2020-04-27,18.0,B.1
EPI_ISL_452792,India/NIHSAD-0105-77/2020,India,,2020-04-30,18.0,B.1
EPI_ISL_452793,India/NIHSAD-0405-24/2020,India,,2020-05-03,19.0,B.6
EPI_ISL_452794,India/NIHSAD-0905-216/2020,India,,2020-05-08,19.0,B.1
EPI_ISL_452795,India/NIHSAD-1005-52/2020,India,,2020-05-09,19.0,B.6
EPI_ISL_453813,Portugal/PT0097/2020,Portugal,,2020-03-24,13.0,B.1.1
EPI_ISL_453815,Portugal/PT0099/2020,Portugal,,2020-03-24,13.0,B.1
EPI_ISL_453823,Portugal/PT0107/2020,Portugal,,2020-03-21,12.0,B.1.1
EPI_ISL_453824,Portugal/PT0108/2020,Portugal,,2020-03-21,12.0,B.1.1
EPI_ISL_453826,Portugal/PT0110/2020,Portugal,,2020-03-23,13.0,B.1.5
EPI_ISL_453828,Portugal/PT0112/2020,Portugal,,2020-03-25,13.0,B.1.1
EPI_ISL_453830,Portugal/PT0114/2020,Portugal,,2020-03-25,13.0,B.1.1
EPI_ISL_453831,Portugal/PT0115/2020,Portugal,,2020-03-25,13.0,B.1.5
EPI_ISL_453833,Portugal/PT0117/2020,Portugal,,2020-03-25,13.0,B.1
EPI_ISL_453834,Portugal/PT0118/2020,Portugal,,2020-03-25,13.0,B.1.1
EPI_ISL_453844,Portugal/PT0128/2020,Portugal,,2020-03-23,13.0,A.5
EPI_ISL_453851,Portugal/PT0135/2020,Portugal,,2020-03-26,13.0,B.1
EPI_ISL_453852,Portugal/PT0136/2020,Portugal,,2020-03-26,13.0,B.1.5
EPI_ISL_453853,Portugal/PT0137/2020,Portugal,,2020-03-26,13.0,B.2.1
EPI_ISL_453854,Portugal/PT0138/2020,Portugal,,2020-03-27,13.0,B.1.1
EPI_ISL_453855,Portugal/PT0139/2020,Portugal,,2020-03-27,13.0,B.1.1
EPI_ISL_453856,Portugal/PT0140/2020,Portugal,,2020-03-27,13.0,B.1
EPI_ISL_453862,Portugal/PT0146/2020,Portugal,,2020-03-27,13.0,B.1.1
EPI_ISL_453863,Portugal/PT0147/2020,Portugal,,2020-03-27,13.0,B.1.1
EPI_ISL_453865,Portugal/PT0149/2020,Portugal,,2020-03-24,13.0,B.1
EPI_ISL_453869,Portugal/PT0153/2020,Portugal,,2020-03-28,13.0,B.2.1
EPI_ISL_453870,Portugal/PT0154/2020,Portugal,,2020-03-27,13.0,B.2.1
EPI_ISL_453873,Portugal/PT0157/2020,Portugal,,2020-03-27,13.0,B.1.1
EPI_ISL_453879,Portugal/PT0163/2020,Portugal,,2020-03-28,13.0,B.1
EPI_ISL_453888,Portugal/PT0172/2020,Portugal,,2020-03-28,13.0,B.1.1
EPI_ISL_453891,Portugal/PT0175/2020,Portugal,,2020-03-28,13.0,B.1
EPI_ISL_453892,Portugal/PT0176/2020,Portugal,,2020-03-28,13.0,B.2.1
EPI_ISL_453893,Portugal/PT0177/2020,Portugal,,2020-03-28,13.0,B.2.1
EPI_ISL_453894,Portugal/PT0178/2020,Portugal,,2020-03-28,13.0,B.2.1
EPI_ISL_453901,Portugal/PT0185/2020,Portugal,,2020-03-28,13.0,B.1.1
EPI_ISL_453915,Portugal/PT0199/2020,Portugal,,2020-03-28,13.0,B.1.5
EPI_ISL_453919,Portugal/PT0205/2020,Portugal,,2020-03-27,13.0,B.1.1
EPI_ISL_453920,Portugal/PT0206/2020,Portugal,,2020-03-30,14.0,B.1.1
EPI_ISL_453921,Portugal/PT0207/2020,Portugal,,2020-03-30,14.0,B.1.5
EPI_ISL_453922,Portugal/PT0208/2020,Portugal,,2020-03-30,14.0,B.1.1
EPI_ISL_453924,Portugal/PT0210/2020,Portugal,,2020-03-30,14.0,B.1.1
EPI_ISL_453925,Portugal/PT0211/2020,Portugal,,2020-03-30,14.0,B.1.1
EPI_ISL_453936,Portugal/PT0222/2020,Portugal,,2020-03-30,14.0,B.2.1
EPI_ISL_453939,Portugal/PT0225/2020,Portugal,,2020-03-31,14.0,B.1.1
EPI_ISL_453940,Portugal/PT0226/2020,Portugal,,2020-03-31,14.0,B.1.1
EPI_ISL_453965,Portugal/PT0251/2020,Portugal,,2020-04-02,14.0,B.1
EPI_ISL_453967,Portugal/PT0253/2020,Portugal,,2020-04-03,14.0,B.1.1
EPI_ISL_453981,Portugal/PT0267/2020,Portugal,,2020-04-04,14.0,B.1
EPI_ISL_453982,Portugal/PT0268/2020,Portugal,,2020-04-04,14.0,B.1
EPI_ISL_453983,Portugal/PT0269/2020,Portugal,,2020-04-04,14.0,B.1.1
EPI_ISL_453984,Portugal/PT0270/2020,Portugal,,2020-04-05,15.0,B.1.1
EPI_ISL_453985,Portugal/PT0271/2020,Portugal,,2020-04-05,15.0,B.1.1
EPI_ISL_453986,Portugal/PT0272/2020,Portugal,,2020-04-05,15.0,A.2
EPI_ISL_453987,Portugal/PT0273/2020,Portugal,,2020-04-05,15.0,B.1.1
EPI_ISL_453988,Portugal/PT0274/2020,Portugal,,2020-04-05,15.0,B.1.1
EPI_ISL_453989,Portugal/PT0275/2020,Portugal,,2020-04-05,15.0,B.1.1
EPI_ISL_453990,Portugal/PT0276/2020,Portugal,,2020-04-05,15.0,B.1.1
EPI_ISL_453992,Portugal/PT0278/2020,Portugal,,2020-04-05,15.0,B.2
EPI_ISL_453993,Portugal/PT0279/2020,Portugal,,2020-04-05,15.0,B.2
EPI_ISL_453995,Portugal/PT0281/2020,Portugal,,2020-04-05,15.0,B.2
EPI_ISL_453999,Portugal/PT0284/2020,Portugal,,2020-04-20,17.0,B.1
EPI_ISL_454003,Portugal/PT0287/2020,Portugal,,2020-03-09,11.0,B.2
EPI_ISL_454005,Portugal/PT0289/2020,Portugal,,2020-03-10,11.0,B.1.1
EPI_ISL_454010,Portugal/PT0294/2020,Portugal,,2020-03-12,11.0,B.1
EPI_ISL_454011,Portugal/PT0295/2020,Portugal,,2020-03-13,11.0,A.2
EPI_ISL_454020,Portugal/PT0304/2020,Portugal,,2020-03-14,11.0,B.1.1
EPI_ISL_454021,Portugal/PT0305/2020,Portugal,,2020-03-14,11.0,B.1
EPI_ISL_454022,Portugal/PT0306/2020,Portugal,,2020-03-14,11.0,B.1
EPI_ISL_454025,Portugal/PT0309/2020,Portugal,,2020-03-14,11.0,B.1.1
EPI_ISL_454029,Portugal/PT0313/2020,Portugal,,2020-03-15,12.0,B.1
EPI_ISL_454037,Portugal/PT0321/2020,Portugal,,2020-03-15,12.0,B.1
EPI_ISL_454039,Portugal/PT0323/2020,Portugal,,2020-03-15,12.0,B.2.2
EPI_ISL_454044,Portugal/PT0328/2020,Portugal,,2020-03-16,12.0,B.1.1.1
EPI_ISL_454049,Portugal/PT0333/2020,Portugal,,2020-03-18,12.0,B.1
EPI_ISL_454051,Portugal/PT0335/2020,Portugal,,2020-03-17,12.0,B.1.1
EPI_ISL_454054,Portugal/PT0338/2020,Portugal,,2020-03-18,12.0,B.1.1
EPI_ISL_454062,Portugal/PT0346/2020,Portugal,,2020-03-18,12.0,B.1.1
EPI_ISL_454065,Portugal/PT0349/2020,Portugal,,2020-03-18,12.0,B.1.1
EPI_ISL_454071,Portugal/PT0355/2020,Portugal,,2020-03-18,12.0,B.1.1
EPI_ISL_454072,Portugal/PT0356/2020,Portugal,,2020-03-19,12.0,B.1
EPI_ISL_454078,Portugal/PT0362/2020,Portugal,,2020-03-19,12.0,B.1.1
EPI_ISL_454082,Portugal/PT0366/2020,Portugal,,2020-03-19,12.0,B.1.1
EPI_ISL_454083,Portugal/PT0367/2020,Portugal,,2020-03-19,12.0,B.1
EPI_ISL_454087,Portugal/PT0371/2020,Portugal,,2020-03-19,12.0,B.1.5
EPI_ISL_454091,Portugal/PT0375/2020,Portugal,,2020-03-19,12.0,B.1.5
EPI_ISL_454092,Portugal/PT0376/2020,Portugal,,2020-03-20,12.0,B.1.1
EPI_ISL_454093,Portugal/PT0377/2020,Portugal,,2020-03-20,12.0,B.1.1
EPI_ISL_454094,Portugal/PT0378/2020,Portugal,,2020-03-20,12.0,B.1.1
EPI_ISL_454097,Portugal/PT0381/2020,Portugal,,2020-03-20,12.0,B.1.1
EPI_ISL_454102,Portugal/PT0386/2020,Portugal,,2020-03-20,12.0,B.1.5
EPI_ISL_454104,Portugal/PT0388/2020,Portugal,,2020-03-20,12.0,B.1.5
EPI_ISL_454106,Portugal/PT0389b/2020,Portugal,,2020-04-18,16.0,B.1.1
EPI_ISL_454109,Portugal/PT0390b/2020,Portugal,,2020-04-15,16.0,B.1
EPI_ISL_454118,Portugal/PT0396b/2020,Portugal,,2020-04-23,17.0,B.1.1
EPI_ISL_454127,Portugal/PT0403/2020,Portugal,,2020-03-17,12.0,B.1
EPI_ISL_454136,Portugal/PT0412/2020,Portugal,,2020-03-22,13.0,B.1
EPI_ISL_454142,Portugal/PT0418/2020,Portugal,,2020-03-24,13.0,B.1.1
EPI_ISL_454143,Portugal/PT0419/2020,Portugal,,2020-03-25,13.0,B.1
EPI_ISL_454153,Portugal/PT0429/2020,Portugal,,2020-03-31,14.0,B.1
EPI_ISL_454154,Portugal/PT0430/2020,Portugal,,2020-03-31,14.0,B.1
EPI_ISL_454167,Portugal/PT0443/2020,Portugal,,2020-03-23,13.0,B.1
EPI_ISL_454168,Portugal/PT0444/2020,Portugal,,2020-03-26,13.0,B.1
EPI_ISL_454171,Portugal/PT0447/2020,Portugal,,2020-03-27,13.0,B.1.1.1
EPI_ISL_454197,Portugal/PT0473/2020,Portugal,,2020-04-24,17.0,B.1
EPI_ISL_454203,Portugal/PT0479/2020,Portugal,,2020-03-25,13.0,B.1.1
EPI_ISL_454204,Portugal/PT0480/2020,Portugal,,2020-03-27,13.0,B.1
EPI_ISL_454208,Portugal/PT0484/2020,Portugal,,2020-03-31,14.0,B.1.8
EPI_ISL_454209,Portugal/PT0485/2020,Portugal,,2020-03-30,14.0,B.1
EPI_ISL_454210,Portugal/PT0486/2020,Portugal,,2020-03-30,14.0,B.1.1
EPI_ISL_454219,Portugal/PT0495/2020,Portugal,,2020-04-30,18.0,B.1.1
EPI_ISL_454223,Portugal/PT0499/2020,Portugal,,2020-03-13,11.0,B.1.5
EPI_ISL_454224,Portugal/PT0500/2020,Portugal,,2020-03-14,11.0,B.1.5
EPI_ISL_454226,Portugal/PT0502/2020,Portugal,,2020-03-17,12.0,B.2.1
EPI_ISL_454227,Portugal/PT0503/2020,Portugal,,2020-03-17,12.0,B.1.1
EPI_ISL_454229,Portugal/PT0505/2020,Portugal,,2020-03-18,12.0,B.1.1
EPI_ISL_454232,Portugal/PT0508/2020,Portugal,,2020-03-19,12.0,B.1
EPI_ISL_454235,Portugal/PT0511/2020,Portugal,,2020-03-19,12.0,B.2.1
EPI_ISL_454236,Portugal/PT0512/2020,Portugal,,2020-03-20,12.0,B.2.1
EPI_ISL_454237,Portugal/PT0513/2020,Portugal,,2020-03-20,12.0,B.1.1
EPI_ISL_454239,Portugal/PT0515/2020,Portugal,,2020-03-20,12.0,B.2.1
EPI_ISL_454241,Portugal/PT0517/2020,Portugal,,2020-03-21,12.0,B.1.1
EPI_ISL_454243,Portugal/PT0519/2020,Portugal,,2020-03-22,13.0,B.1
EPI_ISL_454247,Portugal/PT0523/2020,Portugal,,2020-03-23,13.0,B.1.1
EPI_ISL_454250,Portugal/PT0526/2020,Portugal,,2020-04-06,15.0,B.1
EPI_ISL_454255,Portugal/PT0531/2020,Portugal,,2020-04-07,15.0,B.1
EPI_ISL_454257,Portugal/PT0533/2020,Portugal,,2020-04-07,15.0,B.2
EPI_ISL_454258,Portugal/PT0534/2020,Portugal,,2020-04-07,15.0,B.2
EPI_ISL_454262,Portugal/PT0538/2020,Portugal,,2020-04-07,15.0,B.1.1
EPI_ISL_454264,Portugal/PT0540/2020,Portugal,,2020-04-08,15.0,B.1
EPI_ISL_454267,Portugal/PT0543/2020,Portugal,,2020-04-08,15.0,B.1
EPI_ISL_454279,Portugal/PT0556/2020,Portugal,,2020-04-20,17.0,B.1.1
EPI_ISL_454281,Portugal/PT0558/2020,Portugal,,2020-04-21,17.0,B.1.1
EPI_ISL_454282,Portugal/PT0559/2020,Portugal,,2020-04-22,17.0,B.1.1
EPI_ISL_454284,Portugal/PT0561/2020,Portugal,,2020-04-27,18.0,B.1.1
EPI_ISL_454285,Portugal/PT0562/2020,Portugal,,2020-04-27,18.0,B.1
EPI_ISL_454286,Portugal/PT0563/2020,Portugal,,2020-05-02,18.0,B.1
EPI_ISL_454288,Portugal/PT0565/2020,Portugal,,2020-03-26,13.0,B.2.1
EPI_ISL_454292,Portugal/PT0569/2020,Portugal,,2020-04-14,16.0,B.1
EPI_ISL_454293,Portugal/PT0570/2020,Portugal,,2020-04-14,16.0,B.1
EPI_ISL_454294,Portugal/PT0571/2020,Portugal,,2020-03-26,13.0,B.1.1
EPI_ISL_454296,Portugal/PT0573/2020,Portugal,,2020-04-11,15.0,B.1
EPI_ISL_454297,Portugal/PT0574/2020,Portugal,,2020-03-29,14.0,B.1
EPI_ISL_454298,Portugal/PT0575/2020,Portugal,,2020-04-11,15.0,B.1.13
EPI_ISL_454301,Portugal/PT0578/2020,Portugal,,2020-03-24,13.0,B.1.5
EPI_ISL_454302,Portugal/PT0579/2020,Portugal,,2020-03-24,13.0,B.1.5
EPI_ISL_454303,Portugal/PT0580/2020,Portugal,,2020-03-25,13.0,B.1.1
EPI_ISL_454307,Portugal/PT0584/2020,Portugal,,2020-03-27,13.0,B.1
